1960003,31.579470,120.295411,31.580535,120.295867,126.000000,11.000000,畅通,Thu Mar 22 06:00:02 2018
1960002,31.580626,120.295898,31.581798,120.296448,140.000000,12.000000,畅通,Thu Mar 22 06:00:02 2018
1960001,31.581933,120.296561,31.582820,120.297685,146.000000,28.000000,畅通,Thu Mar 22 06:00:02 2018
1909005,31.569960,120.295053,31.572818,120.293679,373.000000,36.000000,畅通,Thu Mar 22 06:00:02 2018
1909004,31.573648,120.293819,31.574144,120.293854,55.000000,8.000000,畅通,Thu Mar 22 06:00:03 2018
1909003,31.574206,120.293857,31.575042,120.294050,95.000000,14.000000,畅通,Thu Mar 22 06:00:03 2018
1909002,31.575286,120.294092,31.576840,120.294269,174.000000,33.000000,畅通,Thu Mar 22 06:00:03 2018
1909001,31.576977,120.294301,31.579125,120.295256,255.000000,29.000000,畅通,Thu Mar 22 06:00:03 2018
28004,31.580341,120.302819,31.580840,120.304158,140.000000,31.000000,畅通,Thu Mar 22 06:00:03 2018
28004,31.580892,120.304040,31.580417,120.302798,131.000000,16.000000,畅通,Thu Mar 22 06:00:03 2018
28003,31.580099,120.301864,31.580307,120.302691,81.000000,19.000000,畅通,Thu Mar 22 06:00:03 2018
28003,31.580392,120.302683,31.580188,120.301832,84.000000,14.000000,畅通,Thu Mar 22 06:00:03 2018
28002,31.579801,120.300451,31.580070,120.301745,125.000000,14.000000,畅通,Thu Mar 22 06:00:03 2018
28002,31.580155,120.301706,31.579906,120.300448,122.000000,13.000000,畅通,Thu Mar 22 06:00:03 2018
28001,31.579615,120.299216,31.579784,120.300361,110.000000,16.000000,畅通,Thu Mar 22 06:00:03 2018
28001,31.579891,120.300350,31.579720,120.299223,108.000000,18.000000,畅通,Thu Mar 22 06:00:03 2018
1990,31.565124,120.305153,31.565133,120.305189,230.000000,25.000000,畅通,Thu Mar 22 06:00:03 2018
1985,31.566504,120.307636,31.572299,120.308908,653.000000,91.000000,畅通,Thu Mar 22 06:00:04 2018
1963,31.565121,120.305241,31.565699,120.307012,184.000000,23.000000,畅通,Thu Mar 22 06:00:04 2018
1962,31.565787,120.307043,31.565985,120.307330,35.000000,9.000000,畅通,Thu Mar 22 06:00:04 2018
1961,31.579703,120.299103,31.579349,120.295331,354.000000,40.000000,畅通,Thu Mar 22 06:00:04 2018
1949,31.575396,120.309775,31.580085,120.306474,634.000000,57.000000,畅通,Thu Mar 22 06:00:04 2018
1948,31.565985,120.307432,31.565672,120.307566,37.000000,6.000000,畅通,Thu Mar 22 06:00:04 2018
