1960003,31.579470,120.295411,31.580535,120.295867,126.000000,15.000000,畅通,Fri Mar 23 09:55:03 2018
1960002,31.580626,120.295898,31.581798,120.296448,140.000000,17.000000,畅通,Fri Mar 23 09:55:03 2018
1960001,31.581933,120.296561,31.582820,120.297685,146.000000,46.000000,畅通,Fri Mar 23 09:55:03 2018
1909005,31.569960,120.295053,31.572818,120.293679,373.000000,51.000000,畅通,Fri Mar 23 09:55:03 2018
1909004,31.573648,120.293819,31.574144,120.293854,55.000000,18.000000,畅通,Fri Mar 23 09:55:03 2018
1909003,31.574206,120.293857,31.575042,120.294050,95.000000,31.000000,畅通,Fri Mar 23 09:55:03 2018
1909002,31.575286,120.294092,31.576840,120.294269,174.000000,37.000000,畅通,Fri Mar 23 09:55:03 2018
1909001,31.576977,120.294301,31.579125,120.295256,255.000000,49.000000,畅通,Fri Mar 23 09:55:03 2018
28004,31.580341,120.302819,31.580840,120.304158,140.000000,33.000000,畅通,Fri Mar 23 09:55:04 2018
28004,31.580892,120.304040,31.580417,120.302798,131.000000,23.000000,畅通,Fri Mar 23 09:55:04 2018
28003,31.580099,120.301864,31.580307,120.302691,81.000000,21.000000,畅通,Fri Mar 23 09:55:04 2018
28003,31.580392,120.302683,31.580188,120.301832,84.000000,19.000000,畅通,Fri Mar 23 09:55:04 2018
28002,31.579801,120.300451,31.580070,120.301745,125.000000,20.000000,畅通,Fri Mar 23 09:55:04 2018
28002,31.580155,120.301706,31.579906,120.300448,122.000000,17.000000,畅通,Fri Mar 23 09:55:04 2018
28001,31.579615,120.299216,31.579784,120.300361,110.000000,16.000000,畅通,Fri Mar 23 09:55:04 2018
28001,31.579891,120.300350,31.579720,120.299223,108.000000,35.000000,畅通,Fri Mar 23 09:55:04 2018
1990,31.565124,120.305153,31.565133,120.305189,1.000000,1.000000,畅通,Fri Mar 23 09:55:04 2018
1985,31.566504,120.307636,31.572299,120.308908,653.000000,156.000000,畅通,Fri Mar 23 09:55:04 2018
1963,31.565121,120.305241,31.565699,120.307012,184.000000,26.000000,畅通,Fri Mar 23 09:55:04 2018
1962,31.565787,120.307043,31.565985,120.307330,35.000000,19.000000,畅通,Fri Mar 23 09:55:04 2018
1961,31.579703,120.299103,31.579349,120.295331,354.000000,67.000000,畅通,Fri Mar 23 09:55:04 2018
1949,31.575396,120.309775,31.580085,120.306474,634.000000,97.000000,畅通,Fri Mar 23 09:55:05 2018
1948,31.565985,120.307432,31.565672,120.307566,37.000000,5.000000,畅通,Fri Mar 23 09:55:05 2018
1947,31.565554,120.307620,31.564975,120.307971,72.000000,10.000000,畅通,Fri Mar 23 09:55:05 2018
1935,31.569614,120.295094,31.565135,120.304820,1058.000000,135.000000,畅通,Fri Mar 23 09:55:05 2018
1933,31.566096,120.307372,31.565216,120.305224,906.000000,196.000000,畅通,Fri Mar 23 09:55:05 2018
1928,31.572359,120.308929,31.572431,120.308952,1592.000000,191.000000,畅通,Fri Mar 23 09:55:05 2018
1927,31.572447,120.308985,31.574175,120.309552,201.000000,53.000000,畅通,Fri Mar 23 09:55:05 2018
1921,31.570954,120.302565,31.572277,120.308770,621.000000,120.000000,畅通,Fri Mar 23 09:55:05 2018
1915,31.559678,120.307615,31.564973,120.305254,1165.000000,230.000000,畅通,Fri Mar 23 09:55:05 2018
1912,31.572331,120.308970,31.572846,120.315213,597.000000,52.000000,畅通,Fri Mar 23 09:55:05 2018
1785,31.566458,120.307229,31.566590,120.307120,18.000000,3.000000,畅通,Fri Mar 23 09:55:05 2018
1785,31.566535,120.306993,31.566362,120.307148,24.000000,7.000000,畅通,Fri Mar 23 09:55:05 2018
1749,31.572328,120.308243,31.572268,120.307731,49.000000,6.000000,畅通,Fri Mar 23 09:55:05 2018
1671,31.572262,120.307658,31.572175,120.307077,56.000000,7.000000,畅通,Fri Mar 23 09:55:06 2018
1452,31.581443,120.298883,31.582871,120.297914,185.000000,48.000000,畅通,Fri Mar 23 09:55:06 2018
1452,31.582812,120.297772,31.581546,120.298703,168.000000,24.000000,畅通,Fri Mar 23 09:55:06 2018
1451,31.579284,120.295434,31.579574,120.298998,343.000000,68.000000,畅通,Fri Mar 23 09:55:06 2018
1449,31.580560,120.295754,31.579371,120.295227,133.000000,32.000000,畅通,Fri Mar 23 09:55:06 2018
1350,31.569892,120.303690,31.570244,120.303347,51.000000,7.000000,畅通,Fri Mar 23 09:55:06 2018
1350,31.570173,120.303232,31.569826,120.303553,49.000000,9.000000,畅通,Fri Mar 23 09:55:06 2018
1296,31.569266,120.304334,31.569831,120.303763,82.000000,12.000000,缓行,Fri Mar 23 09:55:06 2018
1296,31.569768,120.303634,31.569212,120.304248,84.000000,14.000000,畅通,Fri Mar 23 09:55:06 2018
1250,31.576994,120.309238,31.577917,120.308718,367.000000,74.000000,畅通,Fri Mar 23 09:55:06 2018
